,evaluations,expectation value (real w/ mitigation),expectation value (imag w/ mitigation),expectation value (real),expectation value (imag),expectation value (sim/real),expectation value (sim/imag),expectation value (theory/real),expectation value (theory/imag)
37,-3.9584067435231396,-0.051115956900974854,0.30425859415084655,-0.02398681640625,0.314208984375,-0.07448706512042816,0.3284694787817,-0.08476045457423388,0.4087526477558138
38,-3.8955748904513436,-0.03546690610569524,0.3424833247819393,-0.00909423828125,0.3505859375,-0.011405632725882579,0.398878552312986,-0.02196993504492042,0.4783822219582052
39,-3.832743037379548,-0.015328373524884635,0.43201641867624413,0.01007080078125,0.435791015625,0.04390212820186059,0.448706512042819,0.05764163343501422,0.5388289316251607
40,-3.769911184307752,0.22428168291431483,0.4521549512570547,0.23809814453125,0.4549560546875,0.12864789091372503,0.5022938702688926,0.1520037765277657,0.5859654662124216
41,-3.7070793312359562,0.12698819907644943,0.5172524371472549,0.1455078125,0.51690673828125,0.20300751879699255,0.5183509621511406,0.2580496486301222,0.6161768129781723
42,-3.6442474781641603,0.19324012314007175,0.5167393535146229,0.20855712890625,0.51641845703125,0.3033643430610425,0.5322416210016567,0.37186359427697796,0.626597703685901
43,-3.5814156250923643,0.4262442278091327,0.4993586454592096,0.4302978515625,0.4998779296875,0.40142729705619984,0.513126035427552,0.4888838519338658,0.6153078997694309
44,-3.518583772020569,0.5114161108260644,0.47517957927142107,0.5113525390625,0.47686767578125,0.47667898559959226,0.47687014145533335,0.6041483469132922,0.5814728049761596
45,-3.455751918948773,0.6149948691636735,0.48858388917393514,0.60992431640625,0.4896240234375,0.5749968140690711,0.4299095195616159,0.7125687734027364,0.5254202555453087
46,-3.392920065876977,0.5689456131349406,0.5568881477680859,0.56610107421875,0.55462646484375,0.6755447941888622,0.3770230661399261,0.8092163386272082,0.4486482789068778
47,-3.330088212805181,0.6671369933299124,0.5238583889173932,0.6595458984375,0.523193359375,0.7411112527080415,0.2968013253472665,0.8896017505611843,0.35376288617338164
48,-3.267256359733385,0.7531426372498714,0.2741149307337095,0.74139404296875,0.2855224609375,0.7705492544921627,0.20963425512934886,0.9499323250209442,0.24434930376818975
49,-3.204424506661589,0.8184325295023086,0.25583632632119035,0.80352783203125,0.26812744140625,0.8248375175226202,0.10832165158659361,0.9873304509707477,0.12478418357437257
50,-3.1415926535897936,0.9574140584915337,0.04874294510005126,0.935791015625,0.071044921875,0.9535491270549257,-0.0015292468459282566,0.9999999999999999,6.432490598706545e-16
51,-3.0787608005179976,0.7775141097998971,0.1357106208311954,0.76458740234375,0.15380859375,0.8301261628647892,-0.10570918822479934,0.9873304509707477,-0.12478418357437218
52,-3.0159289474462017,0.7870702924576702,-0.014238070805541285,0.773681640625,0.0111083984375,0.7814451382694027,-0.198164903784886,0.9499323250209445,-0.24434930376818945
53,-2.9530970943744057,0.789956387891226,0.1645074397126731,0.77642822265625,0.18121337890625,0.7372881355932206,-0.3082706766917294,0.8896017505611845,-0.35376288617338136
54,-2.8902652413026098,0.7920728578758334,-0.10717034376603377,0.7784423828125,-0.07733154296875,0.6921753536383333,-0.37740537785140815,0.8092163386272087,-0.44864827890687764
55,-2.8274333882308142,0.7320420728578755,-0.18772447408927653,0.7213134765625,-0.15399169921875,0.5995922008410859,-0.4329680132534727,0.7125687734027375,-0.525420255545308
56,-2.7646015351590183,0.6229476654694712,-0.34665212929707534,0.61749267578125,-0.30523681640625,0.5112144768701417,-0.4858544666751626,0.6041483469132933,-0.5814728049761589
57,-2.7017696820872223,0.40745253976398127,-0.5538737814263724,0.41241455078125,-0.50244140625,0.4179941378870907,-0.5393781062826558,0.48888385193386613,-0.6153078997694309
58,-2.6389378290154264,0.4075808106721394,-0.40770908158029745,0.41253662109375,-0.36334228515625,0.3101822352491398,-0.5235758888747293,0.3718635942769783,-0.626597703685901
59,-2.5761059759436304,0.3633273473576193,-0.42348640328373516,0.37042236328125,-0.37835693359375,0.2010322416210016,-0.5333248375175227,0.2580496486301226,-0.6161768129781723
60,-2.5132741228718345,0.34992303745510506,-0.2380066700872242,0.357666015625,-0.20184326171875,0.12214859181852933,-0.4821587867975023,0.15200377652776598,-0.5859654662124217
61,-2.450442269800039,0.021934325295023083,-0.5332863006670087,0.0455322265625,-0.48284912109375,0.0419268510258697,-0.4543774690964701,0.05764163343501517,-0.5388289316251613
62,-2.387610416728243,0.2361467419189326,-0.20241149307337086,0.2493896484375,-0.16796875,-0.0151013126035427,-0.40155473429336064,-0.021969935044920244,-0.4783822219582054
63,-2.324778563656447,0.15475885069266285,-0.21831708568496658,0.17193603515625,-0.18310546875,-0.08850516120810496,-0.3364343061042437,-0.0847604545742337,-0.40875264775581405
64,-2.261946710584651,-0.08882760389943563,-0.2623781426372498,-0.05987548828125,-0.22503662109375,-0.11284567350579838,-0.2623295526952975,-0.12973968115070988,-0.33431529124478443
65,-2.199114857512855,0.11845818368394045,-0.14642124166239096,0.13739013671875,-0.11468505859375,-0.1376322161335542,-0.21842742449343702,-0.15701321784718125,-0.2594181038277145
66,-2.1362830044410597,-0.17130579784504865,-0.17239610056439206,-0.13836669921875,-0.139404296875,-0.14425895246591047,-0.16968268127946992,-0.16772964293495005,-0.1881139003249564
67,-2.0734511513692637,-0.07606464853771153,-0.061698306824012256,-0.0477294921875,-0.0340576171875,-0.14075442844399144,-0.11513954377469099,-0.16396320070201847,-0.12391600787144588
68,-2.0106192982974678,-0.09222678296562349,0.005515649050795266,-0.0631103515625,0.0299072265625,-0.13017713775965345,-0.0590034408054034,-0.14854013781482386,-0.0695927604757151
69,-1.9477874452256718,-0.04822986146741912,0.02180605438686505,-0.021240234375,0.04541015625,-0.10239582005862106,-0.03383458646616551,-0.12482028050811869,-0.02701351140489735
70,-1.884955592153876,-0.02725756798358141,0.0413673678809646,-0.00128173828125,0.06402587890625,-0.07958455460685614,-0.002867337836115759,-0.09644822097221062,0.0029444757297767063
71,-1.8221237390820801,-0.0225756798358132,-0.08549256028732681,0.003173828125,-0.05670166015625,-0.06856123359245583,0.02446794953485405,-0.06709034141665493,0.020422790816464004
72,-1.7592918860102844,-0.044830682401231385,-0.06689327860441255,-0.01800537109375,-0.03900146484375,-0.03377086784758511,0.02172804893589909,-0.040174735327066974,0.02654106156477888
73,-1.6964600329384885,-0.03828886608517184,-0.045600307850179635,-0.01177978515625,-0.01873779296875,-0.015865936026506995,0.042118006881610735,-0.01865083610768678,0.02329162628831876
74,-1.6336281798666925,0.07067727039507436,0.014943560800410424,0.0919189453125,0.03887939453125,-0.009494074168472037,0.024913979864916513,-0.004784250343730274,0.01337686485054667
75,-1.5707963267948968,0.07337095946639302,0.004810159055926076,0.094482421875,0.02923583984375,0.0031222123104370793,0.0070090480438382875,6.938893903907228e-18,3.573605888170303e-17
76,-1.5079644737231008,0.00602873268342746,0.027385838891739386,0.0303955078125,0.05072021484375,-0.0015292468459284787,-0.01592965464508734,-0.004784250343730218,-0.013376864850546644
77,-1.4451326206513049,-0.00987685992816833,0.033863519753719803,0.0152587890625,0.056884765625,-0.019625334522747517,-0.031923027908754856,-0.018650836107686725,-0.023291626288318754
78,-1.3823007675795091,-0.0021806054386865332,-0.09158542842483318,0.0225830078125,-0.0625,-0.013699502994775077,-0.026124633617943215,-0.040174735327066835,-0.02654106156477884
79,-1.3194689145077132,-0.0852360184710108,-0.013147768086198048,-0.05645751953125,0.01214599609375,-0.06371861858034925,-0.012680005097489516,-0.0670903414166549,-0.020422790816464028
80,-1.2566370614359172,-0.0713827603899436,0.04489481785531039,-0.04327392578125,0.0673828125,-0.07983942908117761,-0.015483624315024931,-0.09644822097221051,-0.0029444757297767583
81,-1.1938052083641215,-0.01385325808106724,-0.021741918932786087,0.011474609375,0.00396728515625,-0.10220466420288013,0.02911940869121961,-0.12482028050811864,0.027013511404897245
82,-1.1309733552923256,-0.10838891739353514,0.0014109799897382696,-0.0784912109375,0.0260009765625,-0.13514719000892067,0.06384605581750982,-0.14854013781482386,0.06959276047571505
83,-1.0681415022205298,-0.10383530015392502,0.12609030271934313,-0.07415771484375,0.1446533203125,-0.1435580476615268,0.09602395820058617,-0.16396320070201836,0.12391600787144563
84,-1.0053096491487339,-0.11018471010774747,0.08998204207285788,-0.0802001953125,0.11029052734375,-0.144704982795973,0.12807442334650185,-0.16772964293495007,0.18811390032495612
85,-0.942477796076938,-0.08356849666495643,0.30810672139558737,-0.05487060546875,0.31787109375,-0.13686759271059007,0.2111635019752772,-0.15701321784718125,0.2594181038277145
86,-0.8796459430051422,-0.030336069779374072,0.25929964084145707,-0.00421142578125,0.27142333984375,-0.1220848731999491,0.2635402064483242,-0.12973968115070988,0.3343152912447843
87,-0.8168140899333463,-0.2598768599281682,0.3526808619805027,-0.22265625,0.36029052734375,-0.07901108703963304,0.3376449598572704,-0.08476045457423376,0.40875264775581394
88,-0.7539822368615504,0.032644946126218474,0.3862237044638274,0.05572509765625,0.3922119140625,-0.028227348031094626,0.3810373391104882,-0.02196993504492045,0.4783822219582052
89,-0.6911503837897546,0.002821959979476539,0.5044894817855308,0.02734375,0.5047607421875,0.04899961768828855,0.441060277813177,0.05764163343501474,0.538828931625161
90,-0.6283185307179586,0.19830682401231395,0.4274628014366339,0.21337890625,0.43145751953125,0.11756085128074423,0.48324200331336836,0.1520037765277662,0.5859654662124218
91,-0.5654866776461628,0.047973319651103116,0.5212288353001537,0.0703125,0.52069091796875,0.20064992990951955,0.5152924684592839,0.2580496486301226,0.6161768129781723
92,-0.5026548245743669,0.366726526423807,0.5386095433555667,0.3736572265625,0.5372314453125,0.3035554989167835,0.5238307633490507,0.3718635942769781,0.626597703685901
93,-0.4398229715025711,0.26763724987172904,0.5160979989738325,0.27935791015625,0.51580810546875,0.4104753408946095,0.49305467057474206,0.4888838519338658,0.6153078997694309
94,-0.3769911184307752,0.3956516162134427,0.49583119548486376,0.40118408203125,0.49652099609375,0.5014655282273481,0.48177647508602023,0.6041483469132929,0.5814728049761592
95,-0.3141592653589793,0.4808234992303744,0.5096203181118519,0.48223876953125,0.5096435546875,0.6159041671976553,0.4449471135465784,0.7125687734027368,0.5254202555453084
96,-0.25132741228718347,0.5990251410979988,0.4805669574140582,0.5947265625,0.48199462890625,0.6765005734675674,0.3687396457244807,0.8092163386272087,0.44864827890687764
97,-0.1884955592153876,0.6917650076962542,0.3547331965110312,0.6829833984375,0.36224365234375,0.7338473301898817,0.2932968013253473,0.8896017505611845,0.3537628861733815
98,-0.12566370614359174,0.7442278091328883,0.32369163673678786,0.73291015625,0.33270263671875,0.7894099655919461,0.20721294762329548,0.9499323250209442,0.24434930376818964
99,-0.06283185307179587,0.8545407901487939,0.10800410466906103,0.837890625,0.12744140625,0.8254109850898436,0.09557792787052381,0.9873304509707475,0.12478418357437265
100,0.0,0.9793483837865568,0.0782452539763981,0.9566650390625,0.09912109375,0.9539951573849883,0.0006371861858034403,0.9999999999999999,0.0
101,0.06283185307179587,0.881285274499743,0.16110826064648529,0.86334228515625,0.177978515625,0.8225436472537279,-0.10800305849369178,0.9873304509707475,-0.12478418357437265
102,0.12566370614359174,0.8780785017957924,-0.1564263724987173,0.86029052734375,-0.12420654296875,0.8123486682808719,-0.2139034025742322,0.9499323250209442,-0.24434930376818964
103,0.1884955592153876,0.8297845048742941,-0.2689199589533093,0.8143310546875,-0.23126220703125,0.7434051229769342,-0.29705619982158793,0.8896017505611845,-0.3537628861733815
104,0.25132741228718347,0.7889302206259617,-0.3835300153925089,0.77545166015625,-0.34033203125,0.6824901236141203,-0.4039123231808335,0.8092163386272087,-0.44864827890687764
105,0.3141592653589793,0.7238968701898406,-0.28431246793227294,0.71356201171875,-0.24591064453125,0.5816235504014273,-0.4340512297693387,0.7125687734027368,-0.5254202555453084
106,0.3769911184307752,0.6553360697793736,-0.34357362750128256,0.6483154296875,-0.30230712890625,0.5172040270166944,-0.4987893462469734,0.6041483469132929,-0.5814728049761592
107,0.4398229715025711,0.6447537198563363,-0.3154822986146741,0.63824462890625,-0.27557373046875,0.39658468204409325,-0.5177774945839174,0.4888838519338658,-0.6153078997694309
108,0.5026548245743669,0.40495125705489976,-0.6171754746023601,0.4100341796875,-0.56268310546875,0.31394163374538053,-0.5409710717471646,0.3718635942769781,-0.626597703685901
109,0.5654866776461628,0.3327347357619291,-0.5137891226269881,0.34130859375,-0.46429443359375,0.22836752899197144,-0.5358098636421563,0.2580496486301226,-0.6161768129781723
110,0.6283185307179586,0.023152898922524253,-0.6292970754232939,0.04669189453125,-0.57421875,0.1189626608895119,-0.5009557792787054,0.1520037765277662,-0.5859654662124218
111,0.6911503837897546,0.10684966649563866,-0.5595818368394048,0.1263427734375,-0.50787353515625,0.036383331209379435,-0.44258952465910556,0.05764163343501474,-0.538828931625161
112,0.7539822368615504,0.04277834787070293,-0.4472165212929705,0.06536865234375,-0.40093994140625,-0.005161208105008311,-0.41245061807060024,-0.02196993504492045,-0.4783822219582052
113,0.8168140899333463,0.026295536172396095,-0.5080810672139559,0.0496826171875,-0.4588623046875,-0.08735822607365877,-0.3286606346374411,-0.08476045457423376,-0.40875264775581394
114,0.8796459430051422,-0.059453565931246816,-0.30797845048742933,-0.03192138671875,-0.2684326171875,-0.10864024467949528,-0.2966101694915255,-0.12973968115070988,-0.3343152912447843
115,0.942477796076938,-0.07452539763981528,-0.34620318111852216,-0.0462646484375,-0.3048095703125,-0.13826940231935775,-0.20549254492162614,-0.15701321784718125,-0.2594181038277145
116,1.0053096491487339,-0.10139815289892253,-0.22120318111852216,-0.07183837890625,-0.18585205078125,-0.1476360392506691,-0.15604689690327517,-0.16772964293495007,-0.18811390032495612
117,1.0681415022205298,-0.2387762955361724,-0.1050538737814264,-0.20257568359375,-0.0753173828125,-0.14648910411622268,-0.10590034408054047,-0.16396320070201836,-0.12391600787144563
118,1.1309733552923256,-0.20651616213442783,-0.04290661877886102,-0.171875,-0.01617431640625,-0.12456989932458273,-0.06461067924047406,-0.14854013781482386,-0.06959276047571505
119,1.1938052083641215,-0.0793355566957414,-0.03226013340174443,-0.05084228515625,-0.00604248046875,-0.10959602395820056,-0.0250414171020772,-0.12482028050811864,-0.027013511404897245
120,1.2566370614359172,-0.12217804002052338,-0.04027706516162132,-0.09161376953125,-0.013671875,-0.081750987638588,-0.0017204027016694554,-0.09644822097221051,0.0029444757297767583
121,1.3194689145077132,-0.09896100564391992,0.028412006157003553,-0.06951904296875,0.05169677734375,-0.059067159423983745,0.014846438129221378,-0.0670903414166549,0.020422790816464028
122,1.3823007675795091,-0.09062339661364811,0.05855566957414063,-0.06158447265625,0.08038330078125,-0.024085637823371985,0.02172804893589909,-0.040174735327066835,0.02654106156477884
123,1.4451326206513049,-0.03726269881990772,0.069202154951257,-0.01080322265625,0.09051513671875,-0.014655282273480404,0.018478399388301266,-0.018650836107686725,0.023291626288318754
124,1.5079644737231008,-0.023858388917393548,0.04232939969214975,0.001953125,0.06494140625,-0.0031859309290176454,0.010449853447177143,-0.004784250343730218,0.013376864850546644
125,1.5707963267948968,0.049961518727552647,0.04495895330938942,0.07220458984375,0.06744384765625,-0.001083216515866015,0.0008920606601248719,6.938893903907228e-18,-3.573605888170303e-17
126,1.6336281798666925,0.04290661877886091,0.05759363776295537,0.06549072265625,0.0794677734375,-0.005161208105008366,-0.006563017713776045,-0.004784250343730274,-0.01337686485054667
127,1.6964600329384885,0.058491534120061556,-0.017060030785018047,0.080322265625,0.0084228515625,-0.025423728813559265,-0.009366636931311293,-0.01865083610768678,-0.02329162628831876
128,1.7592918860102844,0.07510261672652638,-0.03623653155464334,0.09613037109375,-0.00982666015625,-0.026698101185166367,-0.013954377469096509,-0.040174735327066974,-0.02654106156477888
129,1.8221237390820801,-0.034889687018984136,-0.009812724474089261,-0.008544921875,0.01531982421875,-0.0746782209761693,-0.029756594877023104,-0.06709034141665493,-0.020422790816464004
130,1.884955592153876,-0.0330938943047716,-0.018919958953309383,-0.0068359375,0.00665283203125,-0.09251943417866702,-0.006116987383713471,-0.09644822097221062,-0.0029444757297767063
131,1.9477874452256718,-0.1275654181631605,-0.04444586967675738,-0.09674072265625,-0.01763916015625,-0.12597170893335036,0.011660507200203955,-0.12482028050811869,0.02701351140489735
132,2.0106192982974678,-0.11262185736275004,0.09011031298101586,-0.08251953125,0.11041259765625,-0.13495603415317953,0.06015037593984965,-0.14854013781482386,0.0695927604757151
133,2.0734511513692637,-0.10761929194458693,-0.030592611595690142,-0.0777587890625,-0.00445556640625,-0.1475086020135084,0.09946476360392502,-0.16396320070201847,0.12391600787144588
134,2.1362830044410597,-0.1080682401231401,0.05573370959466388,-0.07818603515625,0.07769775390625,-0.13724990442207213,0.14661654135338342,-0.16772964293495005,0.1881139003249564
135,2.199114857512855,-0.17002308876346842,0.24454848640328358,-0.13714599609375,0.25738525390625,-0.1347648782974385,0.22110360647381166,-0.15701321784718125,0.2594181038277145
136,2.261946710584651,-0.16745767060030772,0.3183683940482297,-0.13470458984375,0.32763671875,-0.1115075825156111,0.2763476487829743,-0.12973968115070988,0.33431529124478443
137,2.324778563656447,-0.11820164186762444,0.4453565931246791,-0.08782958984375,0.448486328125,-0.06550273990059899,0.343953103096725,-0.0847604545742337,0.40875264775581405
138,2.387610416728243,-0.09075166752180601,0.47716777834787066,-0.06170654296875,0.478759765625,-0.020644832420033243,0.40435835351089594,-0.021969935044920244,0.4783822219582054
139,2.450442269800039,-0.026808619805028234,0.514045664443304,-0.0008544921875,0.51385498046875,0.036701924302281044,0.46348923155346,0.05764163343501517,0.5388289316251613
140,2.5132741228718345,-0.061505900461775315,0.6191636736788095,-0.03387451171875,0.6138916015625,0.117879444373646,0.49299095195616166,0.15200377652776598,0.5859654662124217
141,2.5761059759436304,0.10999230374551044,0.6445613134940992,0.12933349609375,0.6380615234375,0.2094430992736078,0.5184783993883013,0.2580496486301226,0.6161768129781723
142,2.6389378290154264,0.13102873268342732,0.6949717804002048,0.14935302734375,0.68603515625,0.30247228240091756,0.5403976041799414,0.3718635942769783,0.626597703685901
143,2.7017696820872223,0.3580682401231399,0.5091713699332989,0.36541748046875,0.50921630859375,0.401618452911941,0.5242130750605328,0.48888385193386613,0.6153078997694309
144,2.7646015351590183,0.3921883016931758,0.5931888147768085,0.39788818359375,0.58917236328125,0.484834968777877,0.4905696444501084,0.6041483469132933,0.5814728049761589
145,2.8274333882308142,0.45298871216008185,0.6671369933299124,0.45574951171875,0.6595458984375,0.5857652606091501,0.45029947750732774,0.7125687734027375,0.525420255545308
146,2.8902652413026098,0.6532195997947662,0.45106464853771144,0.64630126953125,0.45391845703125,0.6686631833821843,0.3721804511278196,0.8092163386272087,0.44864827890687764
147,2.9530970943744057,0.6277578245253973,0.5590687532067724,0.6220703125,0.55670166015625,0.7395820058621131,0.30304574996814077,0.8896017505611845,0.35376288617338136
148,3.0159289474462017,0.6574525397639813,0.5636865059004617,0.65032958984375,0.56109619140625,0.7950809226455974,0.21262903020262525,0.9499323250209445,0.24434930376818945
149,3.0787608005179976,0.8340815802975883,0.19279117496151868,0.81842041015625,0.2081298828125,0.8276411367401556,0.10965974257678096,0.9873304509707477,0.12478418357437218
150,3.1415926535897936,0.9683812211390452,0.05861980502821948,0.94622802734375,0.0804443359375,0.9519561615904171,-0.008538294889766766,0.9999999999999999,-6.432490598706545e-16
151,3.204424506661589,0.8582606464853769,0.20876090302719333,0.8414306640625,0.22332763671875,0.8307633490505927,-0.10003823117114817,0.9873304509707477,-0.12478418357437257
152,3.267256359733385,0.8753206772703948,-0.033671113391482814,0.857666015625,-0.00738525390625,0.7702943800178413,-0.21001656684083095,0.9499323250209442,-0.24434930376818975
153,3.330088212805181,0.7677655207798869,6.413545407896179e-05,0.75531005859375,0.02471923828125,0.7184274244934371,-0.3043201223397477,0.8896017505611843,-0.35376288617338164
154,3.392920065876977,0.7287711646998457,-0.2777065161621344,0.71820068359375,-0.2396240234375,0.6488466930036958,-0.3707149229004716,0.8092163386272082,-0.4486482789068778
155,3.455751918948773,0.6213442791174959,-0.36980502821959965,0.615966796875,-0.3272705078125,0.5810500828342042,-0.4441187715050339,0.7125687734027364,-0.5254202555453087
156,3.518583772020569,0.6789379168804514,-0.24602360184710104,0.6707763671875,-0.20947265625,0.5010194978972857,-0.5007646234229642,0.6041483469132922,-0.5814728049761596
157,3.5814156250923643,0.4660723447922009,-0.42534633145202655,0.46820068359375,-0.380126953125,0.4023830763349051,-0.5022301516503123,0.4888838519338658,-0.6153078997694309
158,3.6442474781641603,0.5723447922011287,-0.22280656747049765,0.5693359375,-0.1873779296875,0.2946348923155346,-0.5163119663565695,0.37186359427697796,-0.626597703685901
159,3.7070793312359562,0.3126603386351973,-0.6233324781939455,0.32220458984375,-0.56854248046875,0.21052631578947376,-0.5323690582388175,0.2580496486301222,-0.6161768129781723
160,3.769911184307752,0.20311698306823997,-0.4130323242688557,0.21795654296875,-0.368408203125,0.12558939722186824,-0.5124888492417485,0.1520037765277657,-0.5859654662124216
161,3.832743037379548,0.14616469984607489,-0.40860697793740364,0.16375732421875,-0.36419677734375,0.02383076334905061,-0.4433541480820697,0.05764163343501422,-0.5388289316251607
162,3.8955748904513436,0.13846844535659314,-0.36153155464340675,0.15643310546875,-0.31939697265625,-0.01892442971836384,-0.4171657958455462,-0.02196993504492042,-0.4783822219582052
